epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,42636.3,1.43604,0.82688,0.93925,0.80151,0.65831,0.76249,0.44972,1.39733,0.79028,0.93062,0.000892,0.000892,0.000892
370,42756.6,1.43632,0.82734,0.93932,0.80155,0.65832,0.76247,0.44948,1.39789,0.79008,0.93064,0.00086725,0.00086725,0.00086725
371,42868.7,1.43595,0.82625,0.93872,0.80151,0.65859,0.76256,0.44986,1.39722,0.78988,0.93055,0.0008425,0.0008425,0.0008425
372,42979.6,1.43321,0.82564,0.93871,0.80176,0.6585,0.76269,0.44991,1.39703,0.78971,0.93049,0.00081775,0.00081775,0.00081775
373,43094.7,1.43475,0.82654,0.93853,0.80177,0.65869,0.76282,0.45042,1.39549,0.78916,0.93025,0.000793,0.000793,0.000793
374,43207.5,1.43372,0.82458,0.93832,0.8018,0.65855,0.76273,0.45028,1.39576,0.78908,0.93024,0.00076825,0.00076825,0.00076825
375,43336.1,1.43291,0.8249,0.93858,0.80281,0.65791,0.76285,0.45043,1.39523,0.78889,0.93011,0.0007435,0.0007435,0.0007435
376,43441.6,1.43219,0.8238,0.93803,0.80251,0.65825,0.76299,0.45057,1.39507,0.78875,0.93002,0.00071875,0.00071875,0.00071875
377,43554.7,1.43026,0.82388,0.93777,0.80248,0.65819,0.76297,0.45066,1.39514,0.78885,0.92996,0.000694,0.000694,0.000694
378,43667.3,1.43237,0.82409,0.93829,0.80227,0.65812,0.76279,0.45041,1.3958,0.78909,0.93002,0.00066925,0.00066925,0.00066925
379,43783.4,1.43021,0.82261,0.93771,0.80214,0.65828,0.76287,0.45041,1.39604,0.78916,0.93008,0.0006445,0.0006445,0.0006445
380,43893.1,1.42959,0.82285,0.93752,0.80218,0.65825,0.76285,0.45029,1.39651,0.78937,0.93013,0.00061975,0.00061975,0.00061975
381,44004.3,1.43063,0.82289,0.93736,0.80194,0.65852,0.7629,0.4503,1.39619,0.78918,0.93002,0.000595,0.000595,0.000595
382,44113.9,1.42668,0.82171,0.93713,0.80251,0.65789,0.76271,0.45001,1.39702,0.7893,0.9301,0.00057025,0.00057025,0.00057025
383,44234.4,1.42756,0.82191,0.93729,0.80281,0.65761,0.76265,0.44978,1.39766,0.78945,0.93019,0.0005455,0.0005455,0.0005455
384,44361.4,1.42789,0.82169,0.93709,0.80205,0.65821,0.76266,0.44988,1.39715,0.7893,0.93013,0.00052075,0.00052075,0.00052075
385,44470.1,1.4276,0.8207,0.93685,0.8025,0.65788,0.76265,0.45004,1.39664,0.78901,0.93011,0.000496,0.000496,0.000496
386,44582.4,1.4253,0.81925,0.9368,0.8024,0.65791,0.7625,0.44988,1.39686,0.78905,0.93018,0.00047125,0.00047125,0.00047125
387,44692.3,1.42533,0.81973,0.9364,0.8024,0.65807,0.76261,0.45023,1.39565,0.7886,0.92996,0.0004465,0.0004465,0.0004465
388,44806.7,1.4243,0.81912,0.93651,0.80298,0.65763,0.76251,0.45025,1.39557,0.78869,0.93006,0.00042175,0.00042175,0.00042175
389,44924.6,1.42395,0.81946,0.93625,0.80272,0.6577,0.76245,0.45007,1.39616,0.78884,0.93014,0.000397,0.000397,0.000397
390,45046.1,1.42155,0.81827,0.93644,0.80258,0.65802,0.76255,0.45031,1.39534,0.7884,0.92993,0.00037225,0.00037225,0.00037225
391,45159.9,1.39043,0.79794,0.92824,0.80365,0.65824,0.76317,0.45077,1.39469,0.78877,0.92965,0.0003475,0.0003475,0.0003475
392,45269.2,1.38246,0.79086,0.92702,0.80444,0.6588,0.76382,0.45129,1.39357,0.78866,0.92924,0.00032275,0.00032275,0.00032275
393,45371,1.37853,0.78778,0.92638,0.80502,0.65918,0.76436,0.45196,1.39214,0.78863,0.92885,0.000298,0.000298,0.000298
394,45479.2,1.37651,0.78651,0.92602,0.80609,0.65914,0.76489,0.45278,1.39033,0.78822,0.92839,0.00027325,0.00027325,0.00027325
395,45585.2,1.37353,0.78493,0.92557,0.80617,0.65985,0.76534,0.4536,1.38829,0.78798,0.92794,0.0002485,0.0002485,0.0002485
396,45691.2,1.37338,0.78429,0.92509,0.80688,0.65996,0.76572,0.45413,1.38712,0.78777,0.92762,0.00022375,0.00022375,0.00022375
397,45797.6,1.37156,0.78321,0.92483,0.80694,0.65991,0.76575,0.45428,1.38667,0.7879,0.92741,0.000199,0.000199,0.000199
398,45905.5,1.37076,0.7827,0.92484,0.80702,0.66002,0.7659,0.45445,1.38635,0.78801,0.92719,0.00017425,0.00017425,0.00017425
399,46012.4,1.36904,0.78133,0.92478,0.80713,0.65984,0.76586,0.45434,1.3868,0.78837,0.92712,0.0001495,0.0001495,0.0001495
400,46119.3,1.36701,0.78032,0.92407,0.80705,0.65997,0.76592,0.45431,1.38696,0.78828,0.927,0.00012475,0.00012475,0.00012475
